worker,Condition,metaphor_think
ARDU9V6HDHBBF,coach,a teacher is like a coach in that they direct us to be better at what we are doing. They help us become our best selves. Students are like athletes in that they have potential and need someone to help they actualize it.
A36NJVFRFBGIUU,sculptor,A professor sculpts the student as they gain knowledge. When they are finished with college the sculpture is complete
A1M0D2SFAJAC3H,gardener,College professors help students grow in their thinking. So plants and water are similar to teaching and students.
A3LID2NIICZN7A,coach,Because of the relationship between the two roles I feel like that is a very true statement. As coaches hone in our athletic skill set the teachers ignites are brain capacity.
A11QATRBDTIZLK,tourguide,A teacher can be like a tour guide because theyre a knowledgeable person on a specific subject matter. Additionally they the teachers are the ones that are showing and teaching the tourists students about the topic.
A30XEXJG538VSC,sculptor,teachers can mold a student by providing them with information on certain topics that the students would receive otherwise.  They can also teach students particular practices and behaviors that can help them.
A2L5I3PPIZUMO5,gardener,"The students are able to grow
much like a plant as individuals by what they learn from their teacher."
A1IDGPX2DIMTBK,tourguide,A teacher is like a tour guide because they have information and answers that others are interested in learning about. Students are like tourists because they are looking for information and wanting to learn from other people and experiences.
AWNQ9E62XRB0O,coach,A teacher is showing the students how to be good in a certain area of academics and improving them in that aspect
A6RHFKCP5445I,coach,A teacher is a motivator for the students. They guide them but cannot play for them. A college teacher can be like a coach as they are the mentors to the students and show the students the way. Students can be like athletes by training with the way a teacher shows them to.
A82VN0BRUIMNO,gardener,The teacher determines how much the students can grow. The students rely on the teacher to grow. Without the teacher the students will slowly die out.
AAE1COF4E8740,tourguide,A teacher shows students a tour of their field or a particular subject. The students simply browse the knowledge.
AWKRAKM7BBQXZ,coach,A teacher knows what needs to be learned for students to be successful in their futures just like a coach knows what athletes need to do in order to win a game.
A22D5SCSQ6K2RP,tourguide,I think this metaphor means that the teacher provides the information and the students seeks the information.
A17AQEESRAJ9WW,tourguide,This makes sense as the students are relying on the teacher to show them the way through a potentially difficult topic.
A2VY50DHRF675K,gardener,A teacher is helping students grow like a gardener helps plants grow. Students are like plants because their minds have to be nurtured in order to grow just like a plant needs water.
A3PQVDFT21IISU,sculptor,Teachers will mold their students to their own ways of thinking. Theyll make more of themselves. They will make you want they want to make you.
A3TBTI1ODB6R7Y,gardener,College teachers impart their knowledge on students and students in turn are recipients of that knowledge.
ACHZV6EH3HWTZ,sculptor,This sentence is very true in my opinion. Students typically lack knowledge or certain thinking skills that a teacher provides them with and the students adapt and change based on this new data.
A68CSKRK4XJBX,coach,The students are doing the work and are like the athletes. The teacher is teaching like a coach would.
A39A7YH17MPSG3,coach,The teacher is in charge of the students and is responsible for their growth. They are responsible for making sure the students are able to do their sport.
A7EP5KKL8YQPX,gardener,The teacher is the centerfold of the group. The students are successful if the teacher does her job correctly
A3II15BJS4VJBV,gardener,I think a teacher gives the students information and helps guide them to grow as a person like how a gardener cares for their plants.
A3QZFP4ZF7GMS8,coach,A teacher is there to lead the students to success. They lend their expertise to guide and assist their students. Students are expected to perform their best in order to achieve and reach their goals in order to succeed.
A2QBSPZ3GN27H2,sculptor,A teacher is the one who builds up their student through teaching and practical application. The student starts out with no experience in a topic then learns through the teacher.
