"Notes","Exclude","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","WorkerID","AgreeParticipate","CollTeachThoughts","SculptorRating","SculptorExplain","sculptor_effortlackof","sculptor_effortany","sculptor_sdllackof","sculptor_sdlany","sculptor_pglackof","sculptor_pgany","sculptor_enjoylow","sculptor_enjoyhigh","sculptor_feedbacklackof","sculptor_feedbackany","sculptor_carelackof","sculptor_careany","sculptor_infllackof","sculptor_inflany","sculptor_admirelackof","sculptor_admireany","GardenerRating","GardenerExplain","gardener_effortlackof","gardener_effortany","gardener_sdllackof","gardener_sdlany","gardener_pglackof","gardener_pgany","gardener_enjoylow","gardener_enjoyhigh","gardener_feedbacklackof","gardener_feedbackany","gardener_carelackof","gardener_careany","gardener_infllackof","gardener_inflany","gardener_admirelackof","gardener_admireany","CoachRating","CoachExplain","coach_effortlackof","coach_effortany","coach_sdllackof","coach_sdlany","coach_pglackof","coach_pgany","coach_enjoylow","coach_enjoyhigh","coach_feedbacklackof","coach_feedbackany","coach_carelackof","coach_careany","coach_infllackof","coach_inflany","coach_admirelackof","coach_admireany","AppStoreRating","AppStoreExplain","app_effortlackof","app_effortany","app_sdllackof","app_sdlany","app_pglackof","app_pgany","app_enjoylow","app_enjoyhigh","app_feedbacklackof","app_feedbackany","app_carelackof","app_careany","app_infllackof","app_inflany","app_admirelackof","app_admireany","TourGuideRating","TourGuideExplain","tg_effortlackof","tg_effortany","tg_sdllackof","tg_sdlany","tg_pglackof","tg_pgany","tg_enjoylow","tg_enjoyhigh","tg_feedbacklackof","tg_feedbackany","tg_carelackof","tg_careany","tg_infllackof","tg_inflany","tg_admirelackof","tg_admireany","CaptainRating","CaptainExplain","captain_effortlackof","captain_effortany","captain_sdllackof","captain_sdlany","captain_pglackof","captain_pgany","captain_enjoylow","captain_enjoyhigh","captain_feedbacklackof","captain_feedbackany","captain_carelackof","captain_careany","captain_infllackof","captain_inflany","captain_admirelackof","captain_admireany","PersonalMetRank","PersonalMetRank_8_TEXT","PersonalMetExplain","Gender","Gender_5_TEXT","AttentionCheck","RaceEthnicity","RaceEthnicity_7_TEXT","CollegeYesNo","CollegeLongAgo","field","EducationLevel","TeachExp","ExperienceFree","Age_1","Political","LibCons_1","Issues","Comments","mTurkCode","filter_$","recentcollege","sculptmetrat","gardmetrat","coachmetrat","appmetrate","tourmetrate","captmetrate","INC_metaphoricality"
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges’ strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: “If you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?” Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties’ right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges’ strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	2	 	ver the past two decades researchers and teacher educators have shown increasing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"interest in metaphor research as a means to better understand how teachers conceptualize their",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"most basic views about schooling, life, children, curriculum and teaching. There is a growing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"body of international literature that supports the study and use of teacher’s metaphorical images",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"in understanding how they conceptualize their work and themselves in that work (Inbar, 1996;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Sauleda, & Huber, 2001; Oxford, Tomlinson, Barcelos, Harrington, Lavine, Saleh, &",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Longhini, 1998; Saban, Kocbeker, & Saban, 2007). More recently researchers have followed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teachers into their classrooms to see where and how metaphorical images held by teachers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"influence their interactions with children and their actual teaching practices. This paper will",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"synthesize findings from three studies that have addressed the conceptualization and application",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of the metaphor construct to the study of teachers and teaching. Further, the paper will provide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"some implications for linking the research reported with contemporary ideas for teaching and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teacher preparation.	2	 	1	6	 	1	5	 	5	2	 	58	2	62	no	no	 	0	1	 	 	 	 	 	 	0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.0,"108.64.75.194",100.0,436.0,1.0,,"R_snSzX5Y4i2lPf8Z",,,,,38.11289978,-122.1331024,"anonymous","EN","AJRY9ALX8069Y",1.0,"They are frequently devoted to research and not great at working with students. This applies to a lot of them and they are frequently strict.",4.0,"Teachers mold students into what they want. They can do that by teaching various things which mold the children and their lives.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"Teachers have to water their students with knowledge. They feed knowledge to their students and have to keep their brains fresh and neat",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"This doesn't have anything to do with learning and coaches don't really teach much of anything, they just train the athletes. I don't really see the similarity.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"Teachers are not like app stores. Maybe they are more like apps, though, and students are more like smartphone users. Each app is unique.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"I can see how this is a good metaphor. It makes sense since teachers teach and students listen. Teachers need to show the world and students need to learn it.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"Teachers must discipline others and lead the students like a captain of a ship. Sailors, though, don't really learn anything or are taught anything.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,,"I prefer this because teachers are showing a new world of knowledge to students. Thus, they are like tour guides and must show the sights to students (tourists). It makes the most sense in a knowledge-learning way. It makes the most sense because tour guides teach and tourists listen.",2.0,,3.0,1.0,,1.0,3.0,"Japanese",5.0,2.0,,34.0,1.0,26.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM77575784563</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,0.0
,,"6/21/18 1:04","6/21/18 1:13",0.0,"24.228.35.1",100.0,519.0,1.0,"6/21/18 1:13","R_sUnOT3UKlDELaQV",,,,,40.61000061,-73.91079712,"anonymous","EN","A92MIWD02H2HY",1.0,"A college teacher should be knowledgeable about his or her area of expertise and should facilitate discussions rather than force-feed information.",4.0,"Teachers have the power to mold their students as they see fit.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,"Teachers supply the tools that teach students to think and helps them to grow intellectually.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,"Teachers offer knowledge, guidance and direction to train students to become more effective learners.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,"Teachers encourage students to ask questions and make good use of their knowledge and expertise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,"An effective teacher should guide rather than dictate.This encourages students to think on their own.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"Teachers should steer students' minds in the direction of passion and curiosity.",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,,"Gardeners supply water and some tender loving care and let nature (students) take care of the rest.",2.0,,1.0,1.0,,1.0,6.0,"Classics",5.0,2.0,,58.0,1.0,5.0,"No",,"<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM55233651661</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0
,,,,0.0,"24.225.125.42",100.0,1073.0,1.0,,"R_tPC4LeZIecOvVhT",,,,,48.14639282,-96.17649841,"anonymous","EN","ALDQRWYZ8KQ9A",1.0,"College teachers run the gamut but aren't usually great people-persons, and often struggle with communication.  College teachers are often better researchers or academics than they are actual teachers.",4.0,"I agree partly with this.  Students have much more influence on their own molding than the quote implies.  However, in general, the educating and shaping of the students is in the hands of the professor.  The students definitely have a degree of helplessness and impotence.  Without the professor's guidance and expertise there is only so much the students can do.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"This seems very similar to the sculptor/clay metaphor and I agree with it to a degree.  The growing and learning of the students is largely in the hands of the professor.  They are the ones who know where they're going and how they have to get there.  However, just like with the previous metaphor, this one fails to place onus on the students themselves.  Plants do basically nothing but sit there.  Students must be far more active in their own educations to learn or accomplish anything, regardless of the actions of the teacher.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"While there is definitely a little bit of truth here, since teachers and coaches aren't completely dissimilar, I don't agree with the notion that the class is necessarily like a team.  Not everyone works together, necessarily.  Classes are more loose than that, and students aren't necessarily working towards a shared goal.  True, the goal is the same, but that doesn't mean it's a shared goal.  Students are competing against one another largely, and even the teacher may be seen as an antagonist.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"I'm not even sure I understand the metaphor, and I definitely don't agree with it.  The app store in this metaphor has a passive participation in the process, while the students are placed in charge.  That's backwards and wrong.  While the students are actively involved, the teacher is the leader and isn't just a resource when and if the students feel like using it.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"This is getting a little closer to something I would agree strongly with.  I like the idea of this being a journey of sorts, with the teacher being the learned one who knows the terrain and the students coming along for the trip.  There's no requirement for the students to be passive here, but they can be if they choose to be.  And the teacher knows not only where they're going, but how they'll get there, and the details along the way.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"I don't really agree with this for two primary reasons.  First, the ship metaphor implies a more complicated hierarchy, and that's not really how a class works.  In a class, there's just one leader and everyone else is a follower, as opposed to having levels of leadership.  Second of all, I never felt college classes had that feeling of everyone working towards the same goal.  Not only were things organized more loosely than that, but I felt the teacher was more of an antagonist than a leader.  It was us against him/her.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,,"I think this is most illustrative of the relationship between teachers and students.  Teachers are the experts.  They know where the class is going, how they're going to get there, and the details along the way.  The students are guided there by the teacher, but they don't have to be passive (can ask questions, etc) and they don't even have to pay attention if they don't want.  The teacher would like them to follow and like them to pay attention, but that's up to the students.  The teacher is just a guide, not a taskmaster or a teammate.  it is ultimately the student's responsibility to get things out of the tour.  Also, I don't think classmates are necessarily buddies or ""on the same team"" or anything like that.  They're individuals who may or may not band together, but they aren't inherently interested in a shared goal, with each other or even with the teacher.  So the tour guide metaphor works there too.",1.0,,3.0,1.0,,1.0,6.0,"chemical engineering",5.0,2.0,,40.0,3.0,100.0,"No.","No.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM28503162430</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,5.0,4.0,5.0,3.0,5.0,3.0,0.0
,,"6/21/18 1:06","6/21/18 1:14",0.0,"108.252.153.173",100.0,512.0,1.0,"6/21/18 1:14","R_vfwVqeLtVeAeBgt",,,,,37.59489441,-120.9577026,"anonymous","EN","A2E3LKD3ELOED6",1.0,"Someone who has worked very hard to get where they have been. College teachers are typically Democrat.",6.0,"A teachers teachings will allow students to form into the person that they want to be with the learnings.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"Every time the teacher teaches a child, they become a plant in their garden of affect.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"A teacher gives wisdom to help students become the best that they can be in the field.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"A teacher is a place in which the students use their brains to learn what the teachings are.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"A teacher shows students the way that they do not have ideas about.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"I think that a teacher is the leader, but without their students they would have no purpose.",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,"I like this metaphor because it has a more straight forward meaning. It makes sense to people who think more simply.",2.0,,3.0,1.0,,2.0,,,3.0,1.0,"I have worked within a preschool so I have beginner experience.",21.0,3.0,81.0,"no",,"<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM87200395727</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,,2.0,5.0,1.0,,3.0,2.0,1.0
,,"6/20/18 22:52","6/20/18 23:02",0.0,"107.175.144.227",92.0,587.0,0.0,"6/22/18 9:11","R_Wx7B4MJZvrrvmTv",,,,,,,"anonymous","EN","A1Q177PL0ZMKD",1.0,"in our past college life.her name is marry she teaching very clearly and talk friendly to their student",4.0,"teacher is like a sculptor and student is like a clay to teach to succedd in our life",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"teacher is like a gardener and student is like a plant to carry about their health",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"a teacher is like a coach to teach all the good habitsand student is like a athlets to understand the teacher ideas",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"a teacher is like an app to share their talent and good things to their student and student is like the user to understanding thier concept",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"teacher is like a torist guide and studebt is like a tourist to guide all level of techniques",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,"teacher is like a captain of ship the student is like a sailor to handle the problems",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,,"because i likes apps",1.0,,3.0,1.0,,1.0,3.0,"maths",5.0,3.0,"no",32.0,3.0,38.0,"no","no",,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,0.0
,,,,0.0,"76.23.61.247",100.0,648.0,1.0,,"R_x3KgtfkC4Rp86eR",,,,,40.58700562,-111.9878006,"anonymous","EN","A125KW9P18V5Z1",1.0,"Generally a thoughtful person who knows a lot and has some deep insight into things. They may be careful in what exactly they output as they only have limited time to educate students.",3.0,"This is too heavy of an emphasis on the teacher as the sculpture has no role other than existing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"This is a pretty good metaphor as the teacher provides inputs and the student takes it and grows.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"Decent in that the athletes perform the work and the teacher gives them advice and guidance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"A teacher does provide a service like an app. A student uses the teacher to gain their service (knowledge). A person uses an app to gain something from it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"Not the best but there is some relevancy as the teacher does guide students through the world of knowledge and shows them important areas to study.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,"Doesn't really translate well. The captain and sailors exist for the purpose of getting the ship to a location, not for the sake of sailors self improvement.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,"The teacher provides for the plant and the plant takes in what it is given and uses it to build itself up. It is a two party system in which each fulfills a role but the majority of the actual work is performed by the student but in the proper environment.",1.0,,3.0,1.0,,1.0,5.0,"computer science",5.0,2.0,,38.0,1.0,0.0,"no","Please don't put attention checks in demographics. It is supposed to be routine and the answers are automatic and obvious. It's not something you should have to think about or read carefully.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM15389668949</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
,,,,0.0,"71.185.54.199",100.0,574.0,1.0,,"R_xbAiOJlqhZnnN17",,,,,40.10119629,-75.1780014,"anonymous","EN","A1K0S514CEY1UG",1.0,"Someone who helps mold a student to their career, so they are able to suceed in life and whatever they decide that they want to do in the future.",4.0,"The teacher is molding the students into what they can be in the future and they are molding them like clay to be the best that they can",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,"Teachers help students grow just like plants in a garden start off as a seed and nothing then they grow because they are being taken care of",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"I think a teacher can be like a coach where they are helping them and telling the what to do but i dont think they are much like a coach",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"I dont think this has anything to do with teaching and teachers helping students at all",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"I dont think this helps the metaphor at all teachers are not guiding the students but they are teaching them",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"I dont think this has anything to do with teachers they are not training them likea job",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,"I prefer this metaphor the best because it shows how something can start small and a teacher helps them bloom and grow to be their best self.",2.0,,2.0,1.0,,2.0,,,3.0,2.0,,28.0,1.0,55.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM50839197661</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,,3.0,4.0,1.0,1.0,2.0,1.0,0.0
