StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
112,2,coach,934,A2AXL9GK18UGJN,1,"A person who gets paid to talk about things related to a specific area of study in front of others. They then hand out relatively biased grades regarding assignments, with the provided comments typically being useless.","A teacher tries to improve people mentally, just like a coach tries to maximize physical ability in his athletes.",4,3,4,6,6,2,2,6,4,5,5,4,4,7,7,6,5,6,5,2,3,2,1,5,3,4,3,1,5,4,4,5,5,1,5,3,3,1,7,7,3,6,7,4,NA,60,90,2,70,50,4,NA,"Teachers don't get very personal with their students, which is reasonable since they have to help so many people out. As such, it feels like I'm just being pulled along with the rest of the group. The textbook is almost like looking over the pictures I took during the tour, a viewing that has less distractions.",1,3,1,NA,2,NA,3,2,NA,24,1,NA,60,No.,NA,-2.497423239,0.766172148,-0.503003619,-0.806011736,0.45483558
113,2,coach,675,A2YFH3P71XWWCB,1,I think about someone who is wise and knowledgeable in their field however not always organized and clear with their thoughts or purpose.,"A teacher, like a coach, provides direction and training so that their students can reach their maximum potential",4,5,4,7,7,7,5,7,3,5,5,5,3,7,6,7,3,5,4,3,5,5,3,2,5,4,4,5,4,3,6,6,6,4,6,4,6,3,7,6,5,6,6,4,NA,89,91,1,96,77,2,NA,I prefer this metaphor because I believe you reap the harvest you sow. Teachers plant the seeds that are their students to sow a better future for them and society.,1,2,1,NA,1,1,5,2,NA,22,2,NA,44,None,None,-1.27158738,0.753857726,-0.029389627,-0.45603011,0.878205085
114,2,coach,532,A10Q4U3BRHXXPP,1,I think of someone who is wise that can share their knowledge with me. They're are people I often gain insight from and may see them as a mentor.,Both a coach and teacher provide knowledge to someone. Students like athletes are both learning something here.,7,6,4,7,7,7,5,6,6,7,7,5,7,6,7,4,7,6,6,6,6,3,1,6,4,6,7,7,7,7,5,6,6,7,7,7,4,3,4,3,7,4,6,4,No,70,100,2,60,38,2,NA,I prefer this metaphor because a teacher doesn't necessarily transform you. Rather the teacher like a gardener provides opportunity to feed on knowledge. It is then up to the students or plants to use that information to grow.,2,3,1,NA,2,NA,4,2,NA,24,2,NA,40,no,very interesting!,-0.918845211,-0.084807483,1.155533571,0.412269576,1.079322982
115,2,coach,276,A2K2MFQMN31DZ,1,"professors who are young and nerdy, wearing tweed jackets and glasses, looking kinda like a young stephen king.",Coaches and teachers both try to get the best effort and results from the students or athletes they are working with,5,5,5,5,5,5,5,5,4,5,5,6,6,5,5,4,6,6,5,5,5,5,4,5,5,5,5,5,6,5,5,4,5,4,6,5,5,5,5,5,5,5,5,4,NA,49,51,2,52,50,2,NA,The kids are going to grow one way or another. good teachers can help them bloom effectively and grow in the right directions,1,3,1,NA,1,3,6,1,I worked for a nonprofit that conducted tutoring and writing classes outside of school,29,1,NA,13,no,no,-0.1972426,-0.007243008,0.357563274,0.026012186,0.055498463
116,2,coach,1057,A1N1ULK71RHVMM,1,"A college teacher is usually a professor in my mind. They are older, middle aged and up. They are very interested in the theoretical over the practical application. All of their instruction is lecture based. They are not necessarily teachers, but more of researchers and writers who want to do academia but also have to teach.",Coaches guide the athletes on their teams through a lot of practice and correction. This metaphor is saying that teachers do the same thing. They provide encouragement and training.,7,6,3,5,7,7,6,6,5,4,4,5,2,3,6,5,2,5,3,6,6,7,3,3,4,4,4,5,4,7,7,5,4,4,6,4,7,3,5,7,2,1,5,4,teachers expect their directions to be followed,77,50,1,76,82,4,NA,I feel like in terms of college teachers they mostly introduce people to a topic and are able to show them around. It depends on whether the student wants a brief tour or wants to come back and live where this tour is. Or even to ask more questions on the tour or take a more in depth tour. Teachers are experts with a lot of passion and expertise in their tour area.,2,2,1,NA,1,5,5,1,I worked as an education volunteer in Peace Corps.,27,2,NA,26,"No, it all worked well.",NA,-0.40561956,-0.195938517,1.068085468,-0.662565845,-0.266284468
117,2,coach,770,A2GHME4F11G828,1,I think of somone with a PhD and in their 50â€™s.  Someone who is very smart and passionate about teaching.,Coaches teach their athletes how to perform in sports just like college teachers teach their students how to perform in their academics.,6,6,6,6,4,4,3,3,5,5,3,4,4,7,4,6,5,7,3,5,6,6,5,3,3,3,3,5,6,5,7,6,4,2,5,4,5,4,5,2,3,3,6,4,NA,88,70,1,84,38,3,NA,"college teaching is very similar to coaching in how they both approach their teaching techniques. They focus on teaching the whole class/athletes at once and if an individual needs more attention, it is given.",1,3,1,NA,1,3,6,2,NA,27,2,NA,61,No issues,NA,-0.259931257,0.136540877,0.774234957,0.252475629,0.082277621
118,2,coach,638,A2NH5DBQWHONSA,1,They like teaching and get paid more than other teachers. They are smart in their area of study and they like to help people learn and succeed.,"College teachers are like coaches because they have been in the students situation before and have years of experience so they can now ""coach"" them on what to do and what not to do to succeed in their area of expertise.",6,5,6,6,6,6,6,5,6,6,6,7,6,6,7,6,6,7,5,4,6,7,5,5,6,7,4,5,5,4,5,6,6,5,7,7,7,NA,7,6,6,6,6,4,NA,79,100,2,85,38,4,NA,"Because a teacher ""shows you the way around"" and shows you how things are done. As a tourist you are learning new things from a tour guide that you most likely did not know before. As a student you are learning things from your teacher which you also most likely did not know. They show you how things are done.",2,2,2,NA,3,3,3,2,NA,23,1,NA,35,No.,No.,NA,NA,NA,NA,NA
119,2,coach,696,A29RRZYB15066A,1,I think college teachers are very smart and hardworking individuals. I think most of these teachers are really invested in their students' success.,"College teachers are like coaches because they help train their students mind by giving them ""drills"" of sorts. Teachers help students learn by coaching them with lessons and practice problems.",6,6,5,6,7,7,4,2,4,2,5,6,7,6,7,6,7,6,2,5,7,6,5,5,5,6,6,5,3,6,4,1,3,3,7,7,6,6,7,7,6,2,7,4,There were no other attributes that I could think of.,80,85,2,85,70,3,NA,"I think that this metaphor does the best to explain the relationship between students and college teachers because teachers give ""drills"" and ""instructions"" to students in order to train them. Students gain knowledge of a subject from the teacher, similar to how a coach shares their knowledge of a sport to their athletes. It is up to students to learn the lessons given by their college teacher, just like how it is up to athletes to train themselves based off of the coaches drills and training regimes.",1,3,"4,6",NA,1,2,5,2,NA,27,1,NA,5,No,None,0.176578126,1.0126675,0.044892512,0.100301295,-2.000617996
120,2,coach,847,A1FAK4VQ6WQUDC,1,"I think of how they're really important to society because they help us learn, successful,  etc. Without them society would not thrive.",College teachers can actually be like coaches because they train us in the education field. Just like they do.,5,2,5,5,2,2,2,5,2,5,2,2,2,2,2,2,2,5,5,5,2,2,5,2,2,2,2,2,5,5,2,2,2,2,5,5,2,5,2,5,2,2,5,4,NA,80,90,2,90,80,4,NA,I prefer it because students tend to follow teachers lead just like tourists follow the tour guide.,1,3,1,NA,2,NA,2,2,NA,18,2,NA,52,none!,thank you!,-0.379681994,-1.412510643,-0.67862752,-1.10446206,-1.071362511
121,2,coach,991,A3EIQLH56BW34U,1,College teachers expect students to feed themselves by learning outside of class mostly with materials assigned. When it comes time for class it is like adding the spices to them and highlighting important information at times or discussing it. Office hours are for when you actually have questions and need help or study groups with fellow students can help as well.,College teachers can provide the guidelines and help to improve the performance as well as encourage their students.,7,7,6,6,7,7,7,5,6,6,7,6,6,7,7,7,6,7,5,6,7,7,5,5,6,6,7,7,5,6,7,6,5,7,7,6,6,7,7,7,7,6,6,4,NA,82,92,2,82,93,4,NA,"As a tourist you have the choice to wander off on your own and you are a part of a group where you can stay with them or not. That is a lot like being a student in college, you move through learning at your own pace independently and with your class in a group. Also the tour guide gives you information but not all of the information available.",2,2,1,NA,3,5,3,1,I was a tutor in high school to other classmates and people in lower years.,29,1,NA,0,no,thank you,0.736820838,1.174808367,0.942751409,1.143852823,0.428234388
122,2,coach,482,A3UM2MV0RVB6QV,1,They tend to be impersonal because it doesn't really matter to them if you come to class or not. They get paid either way and you are an adult and expected to come to class on your own.,"I agree that teachers are essentially our coaches, however not all of them are good coaches. Which in turn wouldn't make us very good athletes.",4,3,3,4,5,5,4,5,4,4,4,5,5,3,7,7,5,6,3,5,4,3,3,3,4,3,3,4,3,4,4,4,5,4,6,6,5,3,7,6,7,4,7,4,"Sometimes, not very good teachers. Lack the actual love of teaching and are collecting a paycheck.",84,62,1,90,74,1,NA,You sometimes are molded by teachers you relate to or like versus teachers you don't connect with.,2,3,1,NA,2,NA,5,1,Mostly as a tutor mentor during undergraduate school.,26,2,NA,58,"No, everything worked.",Interesting survey. Nice to see one about teachers/students.,-1.206840928,0.395074848,-0.415152767,-0.963411319,-0.300511979
123,2,coach,194,A1XYS1DJFTODCI,1,College professors must be extremely intelligent and have a real grasp on the subject they are teaching.,"I agree with this since the teacher trains a student for life, especially if they are planning to major in that class.",5,6,5,6,5,6,7,NA,6,7,6,6,6,6,6,6,7,4,7,6,7,5,5,6,5,7,4,7,7,7,7,7,7,5,6,5,7,7,4,6,7,6,6,5,NA,50,85,1,24,54,4,NA,"I think this makes more sense because there is a degree of control and the teachers, as ""guides"", choose what their students learn.",2,3,4,NA,2,NA,3,2,NA,20,1,NA,6,NA,NA,NA,NA,NA,NA,NA
124,2,coach,490,A1BMZUNL98C5GL,1,College professors are more laid back and easy going. They are more like mentors than typical teachers from high school.,I agree with this. Teachers in college want to see you succeed and will help you every step of the way.,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,4,teachers are hype men/women for success,50,50,2,90,84,3,NA,"I think this is the most accurate description for college professors. They want to see students succeed and give them the materials they need to do so, but it is up to students to use what they are given.",2,3,1,NA,1,5,5,1,I was a teacher's aid for elementary students for 2 years and a tutor for middle school students for a year.,26,3,NA,78,no,no,1.259305275,0.910405668,1.238580753,1.172930189,1.108679309
125,2,coach,834,A18OBX861W8HB8,1,"When I think about a college teacher, I tend to think of someone who is very liberal, or at least leans towards the Democrat party. I tend to think of someone who may have polarizing views on a topic.","I could see a college teacher being like a coach because the coach trains athletes to act a certain way to improve their performance. College teachers train students to think in a certain way and act in ways that will improve their academic performance, and can even try to make the students feel elite.",5,5,6,7,5,6,6,6,3,4,7,7,7,7,6,7,7,6,5,5,6,5,4,6,5,6,4,4,6,4,4,3,5,3,7,5,7,6,6,7,5,2,5,4,"I would also say that with this metaphor, you could say that teachers determine what students do, it's teacher-centered instead of student-centered. Just like coaches determine what athletes need to practice.",84,10,1,100,78,2,NA,"I like this because it is more student-centered. The teacher isn't controlling everything. I grow plants in my yard and I can't necessarily make them grow. One of the Rose of Sharon bushes I have is struggling, so I have to give it extra attention and help it with more mulch and watering. I have others that are growing well and don't need as much. They are growing even better, and doing their thing. It's like that with students.",1,3,1,NA,1,1,6,1,I am a teacher at a K-12 school. I have taught three years and actually attended and completed my master's program while teaching in public schools.,26,2,NA,62,No.,No.,-0.263744736,1.350866757,-0.069889411,-0.007766952,-0.221259074
126,2,coach,727,A31UXXZVI3U4E2,1,I think of a person that thinks they know it all and are better than most everyone else.  This was a common trait among my professors.,I guess it means that a teacher is training a student just like a coach does an athlete.  Only its their minds they are training not their bodies.,5,4,4,2,5,5,4,1,2,4,5,6,4,1,6,5,4,4,4,6,5,4,5,5,3,4,4,5,1,6,6,4,1,4,4,4,6,4,5,6,2,1,5,4,I took a moment or two and could not come up with anything else that you haven't already listed above.,87,80,1,75,59,4,NA,"""because I like to travel and im not an athlete or an artist.  I also thought this fit the best out of the suggestions and couldn't come up with a better one myself.  

Tour guides present information much like a teacher can as well so I thought that made it the best fit as well.  Could just be my opinion though.  

I have had some instructors and teachers that did attempt to guide us a bit like a tour guide and present us with the facts.  But those teachers were few and far between in my educational experiences.
""",1,3,1,NA,3,5,3,3,"ive given on the job training and instruction.  Did some similar stuff in boot camp, don't know if that qualifies.",29,1,NA,0,nope,"pay is 8 an hour, I feel that's too low.",-0.073912551,-0.79367781,0.09963657,-0.795777478,-1.689155398
127,2,coach,586,A2HB46URTUBROK,1,I think of a highly educated individual. I think of someone very skilled at their job. and someone that is more strict or expectant of excellent results.,"I think that teachers can be like coaches because they also mentor and guide, while also being hard on and challenging their athletes, or in this case, students",6,6,4,5,7,6,5,4,5,4,5,6,6,6,6,7,6,7,4,6,6,6,4,4,6,4,5,6,5,7,7,3,3,4,7,7,6,6,6,6,5,5,5,4,I think that is a pretty extensive list.,55,70,2,70,75,2,NA,"I think this fits because teachers plant seeds in students and they cultivate the plants. They water the plants with more and more information and education, providing more and more so that the student, aka, the plants, grow into their own flower.",2,3,1,NA,1,5,5,2,NA,28,1,NA,30,NA,NA,0.126907873,1.079405756,1.158697598,0.051861724,-1.044220093
128,2,coach,377,A1VLHS7UKVX52L,1,"Someone who has devoted a certain amount of their life to academics, and is an expert in their field of study.",I think this is a pretty good metaphor. College is where you as a student really pick and hoan a skill. The teacher is there to really help you by providing positive feedback and pushing your limits where they believe you can go.,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,NA,60,40,2,60,61,3,NA,This I think is the easiest to understand and just fits the situation the best. It shows responsibility and hard work for both the student and the teacher.,1,1,1,NA,1,4,5,2,NA,25,1,NA,15,N/A,N/A,0.673396701,0.589520974,0.808827953,0.485264673,0.816290234
