Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
1,A3V8FN8YW3YHAV,1,I think of a college teacher as an individual who is an expert in a certain aspect of an academic discipline and who teaches students about that certain aspect of the academic discipline in question.,2,2,NA,"I prefer this metaphor since it takes into account the fact that the teacher is the primary source of education for the students. This is the case since before the students know anything about the subject which they are learning, the teacher teaches them the basics of the subject in question. Thus, the seeds of learning are planted in the students, and these seeds can grow into plants through further study. This metaphor fits my experiences and views of college teaching since I was taught a little bit about the subjects which I learned in a classroom lecture and then had to read much more about the subject lectured about on my own after the lecture. Thus, the teacher planted the seeds of the subject during the lecture, and these seeds grew into plants through my independent study.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,I was a teaching assistant during graduate school.,27,1,NA,50,No,This survey was very interesting.,gardener,A college teacher can be like a gardener and students like plants since the college teacher is giving the students knowledge which then advances within the students via their careful thought; just like a gardener plants seeds which then grow into plants.,100,30,1,100,100,Teachers monitor their students' academic progress.,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,1,7,4,1,1.420210811,1.12345627,1.239744731,1.505928159,0.694657026
1,A3STO2TI7JGVB7,1,"I think about the professors I have. Most either love or hate teaching, and are highly educated themselves.",1,3,NA,"I like it because it reflects that both students and teachers have a role in who the student becomes. If a teacher is a sculptor and a student is clay, the student has nothing to do with how they turn out. An athlete has to work just as hard as the coach does to become great.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,I was an english and math tutor in high school.,19,1,NA,30,no,no,sculptor,"A college teacher can shape the way their students think. A bad teacher won't be able to make much of a difference in a student, like a bad sculptor won't get good results, but a good teacher can completely transform their students.",100,20,1,100,84,no,6,7,5,7,7,5,7,7,NA,6,6,7,6,7,7,6,7,7,7,5,4,1,NA,NA,NA,NA,NA
1,AKVPHW3BEA93M,1,"More relaxed, and most relatable teacher to his/her students. More of a subject expert, and less of a glorified babysitter.",3,4,NA,"Because teachers can provide the high level overview thats necessary for completing the tour, but if the students want to learn beyond that its their job to ask questions and take advantage of the teachers knowledge beyond the general overview and take initiative in their learning.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,22,3,NA,70,NA,NA,coach,A coach specializes in a sport and its his/her job to train the athletes when they play the sport regardless of what the athletes/coaches do in their time away from the sport. More like a job than normal schooling environment.,15,100,2,61,19,NA,4,3,4,6,4,5,5,6,6,5,7,4,4,3,4,4,5,6,6,6,4,1,-0.818272448,-0.066067601,-0.618772924,0.493717457,0.799946536
1,A2QPK9Y1XEMUZB,1,"A college teacher teaches lessons at a higher level than other schools and more in depth. Also, they are paid more.",3,3,NA,Because they coach the students in what they have to study in order to not fail and win the course.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,NA,27,1,NA,0,No,Bonuses are always appreciated!,coach,A college teacher is a coach for the knowledge of the lesson just like a basketball coach is there to teach the lesson of basketball,49,79,1,73,70,No,6,5,5,6,5,5,5,6,7,5,6,5,6,4,6,6,5,6,6,5,4,1,0.342840109,-0.005073978,0.365462842,0.523532451,0.719843684
1,A2R8V48VVX1BNO,1,"An expert in their given profession, who teaches students how to excel in that particular study.  A teacher is someone who guides and prepares students to enter the work place environment.",4,3,NA,This leads the reader to believe that both parties have to work just as hard to achieve their goals,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,23,2,NA,80,NA,NA,tourguide,"A teacher is someone who has experience in a certain subject or field, that guides the student through the basics and underlying knowledge that it take to obtain familiarity in the field, to prepare them for a job.",76,29,1,86,47,No further attributes come to mind,7,6,3,4,6,3,6,2,6,5,4,2,5,5,5,3,3,6,6,NA,5,1,NA,NA,NA,NA,NA
1,A3MXOUNBSCZ34H,1,"College teacher can be described as a mentor or guru, who dedicates their life to pass on valuable knowledge to the current generation.",4,4,NA,"I think it fits the purpose of a teacher, because a teacher is guidance to the future generation. A teacher is a role model students can look upto and be inspired on.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,5,1,I worked as a tutor before,26,2,NA,4,no.,It was a very good survey.,tourguide,"A teacher definitely holds the purpose of guidance. When tourists(students) are misguided through wrong path, a teacher is there to show them the right direction.",91,81,2,68,69,Teachers helps students to find their passion,5,6,5,5,5,4,4,6,5,6,4,5,4,5,5,6,5,4,6,5,4,1,0.394768627,-0.243017036,0.06089764,-0.218193957,0.014543293
1,A4WYCIW1ECATE,1,I think of someone who is highly educated and knowledgeable about the topic about which they are teaching.,1,4,NA,"When I think of teaching, I really view it mostly as mentoring and guiding someone through material or content that the student has independently undertaken as a course of study. For example, a student signs up to take an anatomy course because they have an interest in that matter and thus participates in this course. My main issue with the other metaphors is that is creates an imbalance in and lack of understanding of the nature of the relationship between professors and students. In my view, while professors have a deep expanse of knowledge that they teach to their students, professors and teachers are students themselves...students who learn from the pupils enrolled in their classes. A tour guide may have knowledge of the place that they are touring, but each tour may reveal new things depending on the tourists embarking on this journey. It is a new experience every time, and one in which both the tour guide and the tourists learn and benefit.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,5,6,1,I have served as teaching assistant for several undergraduate courses at both public and private 4-year institutions.,28,1,NA,15,No.,Thank you for the opportunity to participate in your study.,sculptor,"To me, this metaphor means that teachers and professors (or those in instructional roles who assist students) use their knowledge and their skills in professing that knowledge to mold, or influence the development of their students.",100,10,1,100,50,Teachers advise students to believe in themselves and establish independent ways of thinking,4,4,3,6,1,4,1,3,5,2,4,1,1,1,1,6,1,1,4,4,4,1,-0.351042071,-1.920216663,-2.403121049,-1.084292986,-1.631706013
1,A1BFIRYKJXT78S,1,"I think about a seasoned professor who used to be a professional in the field that they now teach, like a former reporter who is now a journalism teacher.",3,4,NA,"I chose this metaphor because the teacher is someone with lots of information, and the students are presumably in that class to learn that information, just like a tourist might go on a tour with an expert in order to get the expert's perspective.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,28,1,NA,0,No,No,coach,"This means that the teacher is guiding and training students, just like a coach guides and trains athletes. The teacher is shaping the students in some way, like a coach trains their team.",80,50,1,100,100,NA,3,5,4,5,5,6,6,3,3,3,5,4,3,4,6,3,4,5,5,5,4,1,-0.990143224,-0.158829891,-0.256176167,-0.971745038,0.333419977
1,A317GC1UBNPWH1,1,Professional and sometimes more lenient than teachers in primary schools depending on the subject they teach. Very important and good sources to get information and recommendations from.,1,4,NA,"I prefer this metaphor because I believe it is ultimately up to the student to learn. A teacher can be like a tour guide and guide but students are like tourists and can choose to follow the tour guide or go on their own path. I believe college teachers are there to guide us and cannot be present every step of the way. Students can follow many paths and it could even lead to better paths than what the teacher is guiding them too. It all depends on the student's journey. For example, not every student understands a teacher so they may get help somewhere else, but still do good in the class like through online videos or tutors. Also, it is evident that it's up to the student whether they want to learn or not, and college teachers do not force anyone.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,4,2,NA,20,2,NA,43,no,no,sculptor,Teachers affect or shape or mold their students like clay. If a teacher has an effective teaching style then the students will learn the material. If the teacher is poor in their style then students will not be shaped to be intellectually challenged.,100,50,1,100,77,College teachers are wise and give good advice,6,5,5,4,6,7,5,5,4,4,4,5,6,6,5,5,6,5,5,7,4,1,0.034625133,0.57281963,0.522501174,-0.481608153,0.306918827
1,A1F2VHKMDWEA2X,1,An Educator. Someone who teaches a room full of students. Someone who takes time to plan out ideas and create a structure to report back to their students. A person who wants to teach others.,2,2,NA,"I think the metaphor is true. Not many professors have had a big impact on me but for the ones that have, they have created a lasting impression and curiosity of the world.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4,2,NA,27,1,NA,0,No.,No.,gardener,Teachers plant the seed and it's up to the students to figure what to do with that seed. Students will either do nothing with that seed or they will plant the seed and allow for growth of information.,66,100,2,71,71,NA,4,4,6,7,5,5,7,4,3,4,7,4,6,5,6,7,5,6,6,5,4,1,0.022347463,-0.054997553,0.370261623,-0.485460946,1.140472707
1,A1TSVGK6S1J1F6,1,Some professors are very dedicated while some might not be willing to keep up to date with the current situation.,4,4,NA,"Because with this metaphos, it means that teachers are the ones who guide while the other metaphors put more emphasis on teachers and their responsibilities.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,5,1,I was a TA for one of my professors,25,1,NA,31,No,No,tourguide,"Like tourists, student would be led by teachers to explore more about knowledge or just about differenct choices in life",60,80,2,66,72,No,5,4,5,6,5,7,7,4,5,4,3,4,5,3,6,3,6,4,6,5,4,1,-0.776566963,0.408873122,-0.029071975,-0.464621169,0.23298506
1,A27JBTD02QP9YN,1,Someone who teaches material if you are willing to participate in learning or not. This type of teacher concentrates on teaching at a higher level without to much reguard to you responsibility of attendance.,2,4,NA,I prefer this metaphor because it put responsibility upon the student to apply themselves on receiving the knowledge that the teacher is providing. While it is the teachers job to teach the information it is also the students responsibility to take the time to try to understand what is being laid out in front of them,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,5,2,NA,27,1,NA,37,No,None,gardener,A college teacher will take the time possibly 3 hours a week to nurture the mind and develop  and build on a subject the student is trying to learn. Overtime the student will blosom with knowledge just like a flower will bloom once tended to over time,65,75,1,80,30,The teacher nurtures the student,7,6,6,7,5,3,6,6,5,4,4,5,4,4,5,6,5,5,2,6,4,1,0.871246156,-0.19833879,0.034648967,-0.24447501,-0.04024767
1,A1IDD0DA0KGRUR,1,"Holds you to a higher standard, but also allows for consequences of actions. Essentially equals, and there is a trust there because of the mutual respect.",4,3,NA,"Athletes do most of the work, just as students must. You can't make someone learn any more than you can make them have self-discipline to be fit or excellent at a skill. Athletes also have personal buy-in and skill.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,27,3,NA,76,No,No,tourguide,"Professors know more about a certain topic, but aren't any better or worse. Tourists are there to learn more about something new, and tour guides help to show them the important things. A tourist can go off on their own and learn, but they get the essentials and suggestions from the guide.",60,40,1,81,50,NA,6,3,5,5,4,4,6,6,7,7,7,5,6,5,4,4,5,3,4,7,4,1,-0.352341593,0.013804596,0.21809279,1.296212397,-0.441723597
